rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,strat1_type,strat1_name,strat1_entry,strat1_stop,strat1_risk,strat2_type,strat2_name,strat2_entry,strat2_stop,strat2_risk,strat3_type,strat3_name,strat3_entry,strat3_stop,strat3_risk,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
1,005490,POSCO홀딩스,KOSPI,30997320616000,"열연코일,냉연강판,후판,선재,스테인리스 제조",383000.0,352360.0,25.0,15.0,20.0,12,7.0,79.0,8.0,91.59663865546219,42.230217078371986,B,360350.0,331760.0,379611.709332276,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,383000.0,356637.5,6.883159268929504,oneil,오닐,383000.0,365425.0,4.588772845953002,pullback,눌림목,360350.0,339260.0,5.8526432634938255,3,109354303500.0,41148449000.0,2026-02-12 19:19,1,,0
2,011780,금호석유화학,KOSPI,3826666074000,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",147000.0,135240.0,24.0,15.0,20.0,11,7.0,77.0,8.0,99.15966386554622,31.26591276699521,B,142190.0,131148.0,151042.96041712782,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",pullback,눌림목,142190.0,134510.0,5.401223714747873,breakout,Squeeze돌파,151042.96041712782,141442.96041712782,6.355807628166291,oneil,오닐,147000.0,140600.0,4.353741496598639,5,8299264200.0,-925050100.0,2026-02-12 19:19,1,,0
3,336260,두산퓨얼셀,KOSPI,2416718489400,연료전지,36900.0,31850.0,23.0,23.0,20.0,6,0.0,72.0,13.685636856368562,5.042016806722689,25.257665184332346,C,35722.5,33019.0,38147.826373795746,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -10}",pullback,눌림목,35722.5,33936.375,5.0,oneil,Pocket Pivot,36900.0,34825.0,5.623306233062331,breakout,Squeeze돌파,38147.826373795746,34360.326373795746,9.928481803622983,1,-658429350.0,8592976200.0,2026-02-12 19:19,1,,0
4,232140,와이씨,KOSDAQ,1686031942500,메모리 웨이퍼 테스터,20550.0,18906.0,25.0,15.0,16.0,8,7.0,71.0,8.0,100.0,45.063922665528985,B,17969.0,15998.6,20466.414215849123,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,20550.0,18322.5,10.83941605839416,oneil,오닐,20550.0,20051.0,2.4282238442822384,pullback,눌림목,17969.0,16187.0,9.917079414547276,4,15485549240.0,-349340210.0,2026-02-12 19:19,1,,0
5,267250,HD현대,KOSPI,20617195185000,지주회사,261000.0,240120.0,24.0,15.0,15.0,9,7.0,70.0,8.0,60.50420168067227,34.030532892132975,B,242625.0,218786.0,260117.04936978122,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,261000.0,242025.0,7.2701149425287355,oneil,오닐,261000.0,248350.0,4.846743295019157,pullback,눌림목,242625.0,227445.0,6.256568778979907,2,16337604500.0,27922006500.0,2026-02-12 19:19,1,,0
6,047050,포스코인터내셔널,KOSPI,12138672372000,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",69000.0,63480.0,25.0,15.0,20.0,3,7.0,70.0,8.0,100.0,64.76099854425226,B,63720.0,56763.0,67914.26384148815,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,69000.0,65460.0,5.130434782608695,breakout,Squeeze돌파,69000.0,63690.0,7.695652173913044,pullback,눌림목,63720.0,59472.0,6.666666666666667,0,11259982900.0,-3579735800.0,2026-02-12 19:19,1,,0
7,006650,대한유화,KOSPI,1095250000000,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",168500.0,155020.0,23.0,15.0,15.0,9,7.0,69.0,8.0,5.042016806722689,26.8080125040044,B,154540.0,148548.0,164046.23302977503,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_squeeze"": 10, ""pat_setup_b"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,168500.0,159370.0,5.4183976261127595,breakout,Squeeze돌파,168500.0,154805.0,8.127596439169139,pullback,눌림목,154540.0,143584.0,7.089426685647729,1,1521470400.0,9190534700.0,2026-02-12 19:19,1,,0
8,001440,대한전선,KOSPI,5938346505000,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",31850.0,29302.0,25.0,10.0,15.0,12,7.0,69.0,8.0,64.70588235294117,45.217760020216716,-,28930.0,25934.0,31576.41509662794,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 3, ""risk_deduction"": -3}",breakout,Squeeze돌파,31850.0,28512.5,10.478806907378337,oneil,오닐,31850.0,30790.0,3.328100470957614,pullback,눌림목,28930.0,26260.0,9.229173867957138,4,4909497650.0,1383400300.0,2026-02-12 19:20,1,,0
9,353200,대덕전자,KOSPI,2935365345000,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",59400.0,54900.0,25.0,20.0,12.0,4,7.0,68.0,7.575757575757576,15.126050420168067,40.262343632647706,R,55750.0,50319.0,60722.93209474955,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -3}",breakout,Squeeze돌파,60722.93209474955,54569.18209474955,10.134145021847665,oneil,오닐,59400.0,55836.0,6.0,pullback,눌림목,55750.0,50827.0,8.8304932735426,0,-22651216700.0,2928902000.0,2026-02-12 19:19,1,,0
10,181710,NHN,KOSPI,1146359865000,한게임,35000.0,32200.0,20.0,15.0,16.0,9,7.0,67.0,8.0,20.168067226890756,18.50820164903417,B,31695.0,31262.0,34722.448848974294,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,35000.0,33630.0,3.9142857142857146,breakout,Squeeze돌파,35000.0,32945.0,5.871428571428571,pullback,눌림목,31695.0,30051.0,5.186938002839565,1,1304423450.0,761446750.0,2026-02-12 19:20,1,,0
